tweet_id,tweet_text,class_label
13803,They will be my first priority not my election year concern,No
12143,It may come as a shock for somebody who has been in Washington for so long,No
23198,I think we have an obligation to spend that kind of money,No
29118,Were going to do it by having the wealthy pay their fair share and close the corporate loopholes,No
7970,Hes said that its been a policy that has led to defeat and retreat,Yes
13379,This doesnt mean that the people arent going to be paying the bill,No
10376,And and that is part of whats at stake in this election,No
32022,Go back and take a look at those commercials a race where you lost fair and square unlike the Bernie Sanders race where you won but not fair and square in my opinion,No
15447,I think when you make that decision it might be well if you would ask yourself are you better off than you were four years ago,No
17466,So I would think that this would be the point of enforcement on this,No
23416,And the way I pay for it Im not fiscally irresponsible is I roll back the tax cut this president so fiercely wants to defend the one for him and me and Charlie,Yes
29131,You look at what China is doing to our country in terms of making our product,No
29467,But when I look at what you have proposed you have what is called now the Trump loophole because it would so advantage you and the business you do,Yes
363,Weve got communities in this country increasingly where our own kids cant afford to live in the communities that they grew up in,No
12437,Thats the kind of exaggeration I was just talking about,No
23117,Five million people have lost their health insurance under this president,Yes
5619,Its not improving our health care system,No
23548,But as well we need to continue to pursue adult stemcell research,No
33808,She gave us ISIS as sure as you are sitting there,No
2479,This is the private market,No
24372,To do what the Congress and Governor Clinton is suggesting youd isolate and ruin Hong Kong,No
11740,And thats why Ive supported building up our capacity,No
23034,And weve just got to make sure before somebody thinks theyre buying a product that it works,No
2135,My grandfather died a while back,No
28808,I think we can do that in a way that represents what America is all about which is equal opportunity and an opportunity for people to realize their potential,No
19994,And not about personal things,No
30237,And in fact his cavalier attitude about nuclear weapons is so deeply troubling,No
1248,And quite often this has been in the very poor people and neighborhoods in the downtown urban centers,No
24384,They didnt go over to coddle,No
26192,I vetoed it when they shut the government down,No
17225,He said Its not what he doesnt know that bothers me its what he knows for sure that just aint so,No
3599,I make sure that we have a health care system that allows for everyone to have basic coverage,No
24212,Give me a chance to create these kind of jobs in America,No
9985,Governor Romney says he wasnt referring to Arizona as a model for the nation,No
10861,Senator Obama says that it has to be safe or disposable or something like that,No
13864,And were still losing a lot of auto jobs in my judgment because we dont have a national economic strategy that will build the industrial base of this country,No
7443,And my opponent has got a plan of retreat and defeat in Iraq,No
29812,First of all I agree and a lot of people even within my own party want to give certain rights to people on watch lists and no fly lists,No
8966,It doesnt accommodate the expenditures that he calls for for accelerated development and deployment of a new manned strategic bomber for a permanent fleet in the Indian Ocean for the restoration of the fleet to ships to the development and deployment of a dedicated modern aircraft interceptor,Yes
26459,But I hope we can talk about what were going to do in the future,No
8189,Is it true that this Administration as Senator Kennedy has charged has been an Administration of retreat of defeat of stagnation,No
24309,Because they could go back worse than things used to be,No
3965,And this area on the border has not been governed since the days of Alexander the Great,Yes
1507,And my success in the primary season was I think notable for a newcomer from someone whos from outside Washington who who never has been a part of the Washington establishment,No
33471,And Ill tell you what Were in very serious trouble because we have a country with tremendous numbers of nuclear warheads by the way where they expanded and we didnt nuclear warheads,Yes
1664,The auto industry has come roaring back,No
26335,Family medical leave has let million families take a little time off for the birth of a child or a family illness without losing their job,Yes
29672,Im a year ahead of schedule,Yes
6860,Medicare is for seniors who many of them are on fixed income to lift them out of poverty,Yes
207,The fact of the matter is that employers who today are insuring their employees are paying the freight because theyre paying for those who arent,No
11732,Thats what we did in Haiti,No
15428,In each case I alone have had to determine the interests of my country and the degree of involvement of my country,No
3995,We could allow our troops to just be on the defensive and absorb those blows again and again and again if Pakistan is unwilling to cooperate or we have to start making some decisions,No
16614,It took me about three years to completely reorganize the Georgia government,Yes
10715,And theyll have to undergo the same scrutiny that all projects should in competition with others,No
18938,And at his pace it will take years to secure those weapons in Russia,No
7844,The bill introduced and erd sponsored by Senator Douglas was far more effective in trying to stimulate the economy of those areas,Yes
10569,But we are going to have to have some leadership from Washington that not only sets out much better regulations for the financial system,No
10793,And you know Senator McCain I think the Straight Talk Express lost a wheel on that one,No
8572,But the reason for that is obvious,No
3056,Also in we almost brought Israel to their knees after the uh Yom Kippur War by the socalled reassessment of our relationship to Israel,Yes
19748,Our allies know theyre not certain what were going to do what our reaction what our response is going to be,No
2396,You keep your own doctor,Yes
28816,Well you establish respect for differences,No
26461,No insult ever cleaned up a toxic waste dump or helped an elderly person,No
16134,So thats not where we ought to go,No
23484,As a matter of fact the tools now given to the terrorist fighters are the same tools that weve been using against drug dealers and whitecollar criminals,Yes
16735,Uh this would would help a great deal,No
11171,I understand what its like to send young Americans in harms way,No
21374,I went for one tax increase and when I make a mistake I admit it,Yes
33361,He choked and then got into a Twitter war because the Mexican president said were not paying for that wall,Yes
26467,And Im you know there would be special rights for different groups in America,No
2235,And so youve got higher administrative costs plus profit on top of that,No
28241,Id like to start by telling you what my vision is,No
34247,And a lot of this is because of Hillary Clinton because whats happened is by fighting Assad who turned out to be a lot tougher than she thought and now shes going to say oh he loves Assad shes hes just much tougher and much smarter than her and Obama,Yes
29849,And not go to things that sound good that really did not have the kind of impact that we would want,No
20863,And I have budgeted for that,No
6487,I think that attitude and that point of view is dangerous,No
13018,Am I trying to indicate that we have no problems in Africa or Latin America or Asia,No
26620,so I think we will wait see what they present take a look at it,No
18346,Theyre not going to follow somebody who says this is the wrong war at the wrong place at the wrong time,No
30266,It is the single greatest threat that this country has,No
266,Then he said I am a cardcarrying member of the ACLU,No
13543,Thi Certainly we have been speaking I know of whether we should have retreat or defeat,No
14411,Nobody did any of this with evil intent,No
15335,I was opposing one piece of legislation versus another,Yes
26530,A good place to start is to say no managed care provider can gag a doctor and kick the doctor out of the managed care plan for the doctor telling the patient you need a more expensive test you need a more expensive procedure your health requires it,No
3536,And the American worker is the most productive the most innovative,No
16672,We will have the lower rate of inflation for the uh calendar year this year something slightly under percent,No
9712,I want to keep their taxes down on small business,No
23473,Most small businesses percent of the new jobs in America are created by small businesses,Yes
19751,And I do believe that we didnt gain a great deal in the Mideast by bringing three of the four leaders one refused to come to Washington DC,Yes
3786,So to stand here and after eight years and say that youre going to lead on controlling spending and you know balancing our tax cuts so that they help middle class families when over the last eight years that hasnt happened I think just is you know kind of hard to swallow,Yes
16925,Mr Ford so far as I know except for avoiding another Watergate has not accomplished one single major program for this country,Yes
11078,Ill bring them home with victory and with honor and that is a fundamental difference,No
28803,It was a smart thing to do,No
1737,Under the presidents policies middleincome Americans have been buried,No
17279,I have a deep religious faith,No
11617,And as a result our nation paid a price,No
17348,And when people vote I think youre going to see a very strong verdict by the American people that they favor the approach that Im talking about,No
7764,I was responsible for the amendment with Senator Monroney in to strengthen our ground forces,Yes
11157,Senator McCain this is the guy who sang Bomb bomb bomb Iran who called for the annihilation of North Korea,No
14136,I think that the president has to be prepared to use the power of the nation when our vital interests are threatened when our treaty commitments are at stake when we know that something has to be done that is in the national interest and that is a part of being president,No
21784,So thats how I feel about it and I think if we had the right kind of campaign reform wed get the changes you want,No
18062,And Iraq is not even the center of the focus of the war on terror,No
21779,Number if the people really have a mind to change they can,No
835,I see a young man that was elected to the Senate twice to the House of Representatives twice,No
11066,But understand that theres a lot of cruelty around the world,No
19529,They didnt have the weapons they didnt have the tanks,Yes
21970,Every year Congress and the president sign laws that make us do more things and gives us less money to do it with,Yes
1665,And housing has begun to rise,Yes
9144,I want you to be able to get a job,No
14502,Who would have airplanes worth billion a year just to fly around in,No
7283,And thats why early in my administration I called the attorney general and the U S attorneys and said Put together a task force all around the country to prosecute those who commit crimes with guns,Yes
6732,Its important that we do that,No
8699,Whereas I have proposed we ought to take,No
2946,Ive negotiated at Vladivostok with uh Mr Brezhnev a limitation on the MIRVing of their ballistic missiles at a figure of thirteentwenty which is the first time that any president has achieved a cap either on launchers or on MIRVs,Yes
16715,We need to shift very strongly toward solar energy and have strict conservation measures,No
25870,I also presented to the Congress and they adopted a large package of qualityoflife improvements which are very important,Yes
28690,I think we ought to have character education in our schools,No
19851,Lets give low income parents the same right that people of power and prestige have in America and let them go to better schools,No
23756,In addition to that I believe we have a crisis here at home a crisis of the middle class that is increasingly squeezed healthcare costs going up,Yes
27232,But we also have to develop clean energy technologies that will allow us to cut our exports in half by,No
21242,I want to make sure the education system fulfills its hope and promise,No
20883,He says hes for voluntary testing,No
18431,We know that he promised America that he was going to build this coalition,Yes
7110,Theyre much better protected today than they were when I was the governor of Texas,Yes
28258,I think any time we end with one of these attacks its appropriate to respond,No
8844,I think one of the problems today with the cities is Federal aid,No
33028,But we need much more than wind and solar,No
8423,Why do I take it now,No
2435,And we have to have a president who can reach across the aisle and fashion important legislation with the input from both parties,No
12301,Out in the west yeah,No
13887,So my argument is not with Ross Perot it is more with Governor Clinton,No
12621,Is India going to win the economic struggle or is China going to win it,No
23719,Saddam Hussein was a risk to our country maam,No
26517,Gonna have to take a look at all the managed care going on in California or were going to end up losing our best care that we have in the world,No
136,Its not going to cost the government money,No
8131,I think we should have an educational system second to none,No
9055,That we must in the failure to be able to protect our national security as it is today we must not be provocative to any possible adversary,No
22211,So what should we do,No
2991,If I ever decided to impose an embargo because of a crisis in international relationships it would include all shipments of all equipment,No
10976,Obviously small business people want to give their employees health insurance,No
14388,So thats just another one of those little fruitloopy things they make up to try to instead of facing issues to try to redefine a person thats running against them,No
3808,The consequences of defeat would have been increased Iranian influence,No
3910,Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there,Yes
27567,Our relationship with Israel my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way or their fighters are on the way,No
6857,We could have done that in Medicare,No
13849,We went over we got them out we brought them back home,Yes
30373,I mean can you imagine were defending Saudi Arabia,No
14357,I just couldnt let it stand,No
33668,When my husband was president we went from a billion deficit to a billion surplus and we were actually on the path to eliminating the national debt,Yes
23350,Weve got a good commonsense policy,No
18086,That wasnt going to work,No
29121,You have to judge us who can shoulder the immense awesome responsibilities of the presidency who can put into action the plans that will make your life better,No
1458,In the last four months alone five hundred thousand Americans have gone on the unemployment roll,Yes
4199,They have not only nuclear warheads but theyve got enough to make another and some of those loose nukes could fall into the hands of Al Qaida,Yes
7464,I cant tell you how lucky I am,No
14509,You say how can I get Congress to do that,No
29113,And I want us to do more to support people who are struggling to balance family and work,No
11941,But I think marriage is a sacred institution,No
6593,Well his rhetoric doesnt match his record,Yes
1245,I think its very important that our cities know that they have a partner in the federal government,No
14066,All these things take a few minutes,No
9926,I said that the EVerify portion of the Arizona law which is which is the portion of the law which says that employers could be able to determine whether someone is here illegally or not illegally that that was a model for the nation,No
30353,And sadly she doesnt have that,No
16592,It hasnt been undone since I was there,No
18899,And this president I regret to say has secured less nuclear material in the last two years since than we did in the two years preceding,Yes
24625,Weve got to continue everything we can at the federal and the local level,No
25426,Yes my rebuttal once again is that this invention that has just been created here of how I would go about rolling over for the Soviet Union no Mr Mondale my idea would be with that defensive weapon that we would sit down with them and then say Now are you willing to join us,No
29611,Its because its about time that this country had somebody running it that has an idea about money,No
28659,If youre from Washington you want to pick and choose winners,No
16150,In the first place never go back to that Democratic grain embargo that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr Gorbachev say to me when I was here how do I know youre reliable suppliers,Yes
12808,But Im most concerned about the whole problem of the spread of atomic weapons,No
18964,And so Ive told him my opinion,No
25468,The final point is that we can use this money that we save on these weapons to spend on things that we really need,No
19297,I want the government to pinch pennies for a change instead of the American families,No
13185,Whenever you do that inevitably the dictator is encouraged to try it again,No
20339,Now here is the difference,No
31916,And I will tell you No I have not,No
13460,Now as far as my position then is concerned it is exactly opposite to the Senators,No
19586,Our values must be at stake,No
13528,So I would say our prestige is not so high,No
716,Maybe hell tell us where he stand on it tonight,No
25947,Not until again in I dont want anybody to smoke,No
29927,But let me just tell you,No
5968,I believe we can for all intents and purposes eliminate our dependence on Middle Eastern oil and Venezuelan oil,No
18433,It is not the kind of coalition we were described when we were talking about voting for this,No
30293,One of the great giveaways of all time of all time including million in cash,Yes
16587,Well Ive been through this before Mr Gannon as the governor of Georgia,No
29799,Lester I think implicit bias is a problem for everyone not just police,No
1424,But every economist liberal conservative that Im familiar with recognizes that in the fourth quarter of this year and in the fifth quar uh the first quarter of next year that well have an increase in real GNP,No
620,These are themy answer is do not make these unilateral cuts and everybody now realizes that peace through strength works and so this is where I have a big difference,No
12589,And I say that not as the Democratic standardbearer but as a citizen of the United States who is concerned about the United States,No
8080,Well let me say I do think that parties are important in that they tell something about the program and something about the man,No
16691,We have uh in this last uh two years alone a hundred and twenty billion dollars total deficits under President Ford and uh at the same time weve had in the last eight years a doubling in the number of bankruptcies for small business weve had a negative growth in our in our national economy measured in real dollars,Yes
11983,Jim I hope that we can come back to the subject of education because the governor made an extensive statement on it and I have a very different view than the one he expressed,No
12168,And as the percentage of the population is increasing nationally somehow the allegation that we dont care and were going to give money for this interest or that interest and not for children in the State of Texas is totally absurd,Yes
22136,We have to have our people at work,No
8431,But as Senator Kennedy said in January of this year in this same press conference the way that you get higher salaries for teachers is to support school construction which means that all of the local school districts in the various states then have money which is freed to raise the standards for teachers salaries,Yes
12569,And so I say that we believe that our policies of military strength of economic strength of diplomatic firmness first will keep the peace and keep it without surrender,No
19252,And we can do it again if we take politics out of it,No
10933,You can keep your choice of doctor,No
10031,But when it comes to our national security I mean what I say,No
20157,I want to address my remarks to the young people of America because theyre the ones that are going to spend most of their life in the Century,No
25304,I think youre right that the polls show that the majority of Hispanics want that bill so Im not doing it for political reasons,Yes
3271,I believe those negotiations should continue,No
20512,I support a womans right to choose,No
6685,He said we cut Pell Grants,No
14033,And you look at a whos who in these campaigns around the candidates,No
20447,Well I would first say he should have been tackling it for the last seven years,No
12064,So theres a this is a society that of ours thats got to do a better job of teaching children right from wrong,No
24264,We live in a global economy not a national economy,No
10269,But of course if youre a small business or a momandpop business or a big business starting up here youve got to pay even the reduced rate that Governor Romneys talking about,Yes
8130,Im not satisfied when many of our teachers are inadequately paid or when our children go to school parttime shifts,No
7533,Over the next four years well continue to rally the armies of compassion to help heal the hurt that exists in some of our countrys neighborhoods,No
10537,But Fannie and Freddie were the catalysts the match that started this forest fire,No
22867,Thats what President Clinton did,No
9205,You took General Motors bankrupt,Yes
20916,There are fewer parents of schoolage children as a percentage of the voting population and there is the largest generation of students ever,Yes
15333,I happened to favor the other piece of legislation and thought that it would be better for the senior citizens and provide better care than the one that was finally passed,No
11724,Our military is meant to fight and win war,No
14646,And then Helen I really believe where people are going to ask this question about trust because I do think theres a pattern by Governor Clinton of saying one thing to please one group and then trying to please another group,Yes
18236,And so the best indication about when we can bring our troops home which I really want to do but I dont want to do so for the sake of bringing them home I want to do so because weve achieved an objective is to see the Iraqis perform and to see the Iraqis step up and take responsibility,No
29974,That is the true way I feel,No
34068,So that is not the way our democracy works,No
20211,I will pay down the national debt,No
29447,But we have no leadership,No
12906,Well just let me point this out he voted for the resolution in which gave the president the power to use the forces of the United States to defend Formosa and the offshore islands,Yes
19412,We supported a a crime bill that had death penalties including including the death penalty for drug kingpins,Yes
6151,Thats the choice youll have is having your employer no longer provide you health care,No
34360,And I think thats the smartest way to grow the economy to make the economy fairer,No
27524,Bob let me just respond,No
6170,And I believe strongly that we should have nominees to the United States Supreme Court based on their qualifications rather than any litmus test,No
8179,Where then do we disagree,No
16394,And by that I want to have child care where the families the parents have control,No
5840,In fact some Tshirts that are very,No
1078,Well Mr uh Nelson uh I testified before two committees House and Senate on precisely the questions that you have asked,No
20283,Ive said that eight years ago they campaigned on prescription drugs for seniors,No
9793,I can tell you that if you were to elect President Obama you know what youre going to get,No
10032,I said Id end the war in Libya in in Iraq and I did,Yes
11820,Thats just flat wrong and thats not what America is all about,No
11543,I thought the president made the right decision in joining NATO and bombing Serbia,No
13023,But we arent going to move America forward and we arent going to be able to lead the world to win this struggle for freedom if we have a permanent inferiority complex about American achievements,No
17447,But with regard to abortion and I have a feeling that this is theres been some reference without naming it here in the remarks of Mr Mondale tied to injecting religion into government,No
2656,I wanted to make it more effective and efficient,No
24836,You cant be on one hand this way and one hand another,No
2371,Instead its gone up by that amount,Yes
29256,I do not say that,No
24788,I love the people here,No
28314,I have been a governor of a big state I have made education my number one priority,No
11449,That means not only military strength and our values it also means keeping our economy strong,No
23270,And Ive gotten good people like former Secretary of the Treasury Bob Rubin for instance who showed how to balance budgets and give you a good economy to help me crunch these numbers and make them work,Yes
11919,There may be some other statute that was already on the books but certainly the advocates of the hate crimes law felt that a tough new law was needed,No
9812,Its gone up by a year,Yes
10362,Ill make sure we can reform Medicare and Social Security to preserve them for coming coming generations,No
26051,What we need to do is make certain we try to return people to work,No
19523,The proliferation of weapons of mass destruction organized crime and we have worked hard to expand Americas economic presence around the world with the biggest increase in trade with the largest new number of trade agreements in history And thats one of the reasons America is number one in auto production again,Yes
12567,To extend it to all the world because the Communist aim is not to hold their own but to extend Communism,No
20471,I strongly support new investments in clean coal technology,No
34002,You know what she should have done,No
26974,So what what we need to do with respect to the Middle East is strong steady leadership not wrong and reckless leadership that is all over the map,No
29556,For years everyone running for president has released their tax returns,Yes
32285,And weve had many successful Muslims,No
1023,These things can be done if we have the right vision and the right restraint and the right leadership,No
27505,I think from the very beginning one of the challenges weve had with Iran is that they have looked at this administration and felt that the administration was not as strong as it needed to be,No
26037,A year ago he said I was right then,No
20247,But its now time for the next stage of welfare reform and include fathers and not only mothers,No
23354,Thats why Im a big proponent of clean coal technology to make sure we can use coal but in a clean way,No
16556,I am against an acrosstheboard pardon of draft evaders or military deserters,No
27275,But lets take an example that we know is going to make a difference in the century and thats our education policy,No
22411,I feel strongly about it because I dont want it to come out of my time,No
24449,I know a lot about that,No
6018,And I need we need to have education and training programs for displaced workers that work going to our community colleges,No
21914,Thats how much I care about it,No
29172,We just have a different view about whats best for growing the economy how we make investments that will actually produce jobs and rising incomes,No
4049,But the important thing is if we suffer defeat in Iraq which General Petraeus predicts we will if we adopted Senator Obamas set date for withdrawal then that will have a calamitous effect in Afghanistan and American national security interests in the region,Yes
15581,No we need a chief executive who is prepared to lead who wont blame the Congress who will lead to bring down that deficit who will make tough choices on spending,No
16575,Amnesty means that that you uh that what you did was right,No
6166,I thought it was a bad decision,No
33106,So I consider that a compliment,No
12240,We have to be bold,No
9172,Number one I want to build manufacturing jobs in this country again,No
29829,But we went from to,Yes
31920,Were going to make America safe again,No
5854,What we cant do I think is try to characterize each other as bad people,No
22964,Youve got to have the best intelligence in the world,No
23781,I vowed to the American people after that fateful day of September the that we would not rest nor tire until were safe,No
4372,They now hold a trillion dollars worth of our debt,Yes
924,I want to see market economies spring up all around the world and to the degree they do we are succeeding,No
24034,Today youve got problems in Europe still bubbling along even though Europes gone democracys route,No
851,I think we can agree on that in the course of this campaign,No
21637,They ought to be engaged in breaking ground in other technologies doing waste recycling clean water technology and things of that kind,No
17369,The President says itll disappear automatically,No
32903,It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout,No
25480,I will not agree to any arms control agreement including a freeze thats not verifiable,No
27577,I see jihadists continuing to spread whether theyre rising or just about the same level hard to precisely measure but its clear theyre there,Yes
5656,I know how to eliminate programs,No
34391,We have to repeal and replace Obamacare,No
3159,If we continue under Mr Fords policy by or well have twenty nations that have the capability of exploding atomic weapons,No
8618,And if we meet our responsibilities I think freedom will conquer,No
22856,Its naive and dangerous to say that,No
11427,And we have to keep our military strong,No
13769,And yes it took me to veto civil rights quota bills because I dont believe in quotas and I dont think the American people believe in quotas,Yes
271,And I wish we had time to let me explain,No
22292,And it costs more to keep them in prison than it does to send them to Harvard,Yes
24968,So thank you for giving me a chance to straighten the record,No
18015,And thats what people are seeing now is happening in Afghanistan,No
14653,Its against my political interest to say go ahead and go along with the tax increase but I did what I thought was right at the time,No
23080,President Clinton did the same thing because we have an obligation to protect you,No
32983,And we have a vacancy,No
11000,Number one let me just repeat if youve got a health care plan that you like you can keep it,Yes
11907,And secondly the people that murdered Mr Byrd got the ultimate punishment,Yes
3048,We feel that there must be a continued obligation to the people the some nineteen or twenty million people in Taiwan,No
13413,But we can and must move faster and thats why I stand so strongly for programs that will move America forward in the sixties move her forward so that we can stay ahead of the Soviet Union and win the battle for freedom and peace,No
5579,in order to give in order to give additional tax cuts to Joe the plumber before he was at the point where he could make,No
19243,But Ive supported Medicare ever since,Yes
26729,Because its Gods will whatever happens,No
22644,Hes trying to attack me,No
15047,But as governor when I was at that end of the line and receiving some of these grants for Government programs I saw that so many of them were deadend,No
3080,And when were weak at home weaker than all our allies that weakness weakens the whole free world,No
7164,And therefore just kids were being shuffled through the school,No
20148,Id like to leave you with the thought that the things I do as president are basically driven by the people whose lives I have seen affected by what does or doesnt happen in this country,No
14325,We told him that we wouldnt get involved with his border dispute and weve never revealed those papers that were given to Ambassador Glaspie on July the,Yes
31876,But I want to do things that havent been done including fixing and making our inner cities better for the AfricanAmerican citizens that are so great and for the Latinos Hispanics and I look forward to doing it,No
8089,And the Republicans in recent years not only in the last twentyfive years but in the last eight years have opposed housing opposed care for the aged opposed federal aid to education opposed minimum wage and I think that record tells something,Yes
21663,What are low paying jobs,No
32419,Thats one that I havent,No
13962,Id like to respond to that,No
26681,Once you have a policy then you have to go out and be aggressive and enforce that policy,No
19185,And it seems to me that if you take a look are you better off,No
16126,Im interested in million points of light,No
17421,And instead of retreating instead of being strong where we should be strong he wants to make it strong and intervene in the most private and personal questions in American life,No
6662,You get to defer your taxes,Yes
19827,So it seems to me that we ought to take that money we can save from the Department of Education put it into opportunity scholarships and tell little Landale Shakespeare out in Cleveland Ohio and tell your mother and father youre going to get to go to school because were going to match what the state puts up and youre going to go to the school of your choice,No
27366,Its not driven by politics,Yes
25982,Thats a lot of marijuana,No
24978,I have said on a number of occasions exactly what I believe about the Soviet Union,No
15729,Were not going to spend hundreds of millions on a space plane from Washington to Tokyo,No
18919,Secondly weve set up whats called the well first of all I agree with my opponent that the biggest threat facing this country is weapons of mass destruction in the hands of a terrorist network,No
15753,And we have serious problems with our conventional forces at the present time and theyll get worse unless we have a president who is willing to make some of these decisions,No
33539,And she always will be,No
27635,And so were going to have to remain helpful in encouraging Pakistan to move towards a more stable government and rebuild the relationship with us,No
8550,Four hundred billion approximately is a result of what individuals do,Yes
13214,I stand with the Secretary of State Mr Herter who said these islands were indefensible,No
9477,And weve cut them times,Yes
4397,And they know that Ill take care of them,No
24283,One is weve got to have the money to be able to pay for defense and weve got to manufacture here,No
7745,Thats a test of prestige,No
21658,We didnt fund a lot of other things this year like the savings and loan mess,Yes
31915,And women have respect for me,No
8592,Here is one place where I think that our program does a better job than his,No
3989,But you know coming from you who you know in the past has threatened extinction for North Korea and you know sung songs about bombing Iran I dont know you know how credible that is,No
29195,And Lester theyre taking our jobs theyre giving incentives theyre doing things that frankly we dont do,Yes
7971,And Id like to know where have we been defeated and where have we retreated,No
25149,The Secretary of State admitted that this morning,No
17669,I was talking about the things that have been accomplished and that was referring to the revival of patriotism and optimism the new spirit that were finding all over America,No
28988,Thats one of my promises,No
8277,I know Senator Kennedy suggested in his speech at Cleveland yesterday that that committee had not been particularly effective,Yes
13838,At the point when I could not get them to address those problems I had created so much stress in the board who wanted to just keep the Lawrence Welk music going that they asked to buy my remaining shares,No
18362,Well actually he forgot Poland,No
9173,Now when Governor Romney said we should let Detroit go bankrupt,No
23140,Secondly he says that medical liability costs only cause a percent increase,Yes
17712,The interest rates are based on inflation,No
6458,Now how do we achieve it is the most critical component of it,No
19991,I mean Im not I dont like to get into personal matters,No
6583,They just passed an expansion of that loophole in the last few days billion of giveaways including favors to the oil and gas industry and the people importing ceiling fans from China,Yes
8020,To leave this rather in the air that we will defend it under some conditions but not under other I think is a mistake,No
208,And I think its time that when you got a job in this country it came with health insurance,No
3846,He raised a whole bunch of them,No
23773,And yet think about where we are Added million new jobs over the past months,Yes
4234,This whole thing has got a lot to do with Ukraine Crimea the base of the Russian fleet in Sevastopol,No
15924,Its an example of how oftentimes we may be associated with organizations all of whose particular positions we dont support even though we support in general the hope that over time particularly if we can get those reductions in strategic weapons if we can get a comprehensive test ban treaty if we can negotiate with the Soviet Union and bring down the level of conventional forces in Europe with deeper cuts in the Soviet side yes at some point it may be possible to reduce defense outlays and use those for important things here at home like jobs and job training and college opportunity and health and housing and the environment and the things that all of us care about,No
16026,But everybody knew what we were doing and Ive opposed that,No
21920,But I want all the children I want these young people up here to be able to start with nothing but an idea like I did and build a business,No
2876,Obviously this is another indication of trying to use the defense budget for political purposes which hes trying to do tonight,No
19959,Ive just finished reading a book I think its called what is it called what is it The Demise of the Democratic Party by Ronald Cardash or something talking about all the liberal influences in the administration,No
22607,Each situation is different Robin,No
12126,I think its intolerable that we have so many millions of children without any health insurance,No
6197,But what ultimately I believe is that women in consultation with their families their doctors their religious advisers are in the best position to make this decision,No
14826,spending we can afford the tax cuts I have proposed and probably mainly because Mr Carters economic policy has built into the next five years and on beyond that a tax increase that will be taking billion more out of the peoples pockets than was taken this year,No
12883,They want to stay free independent perhaps of us but certainly independent of the Communists,No
15873,I guess the one thing that concerns me about this Ann is this attempt to label things which all of us believe in,No
13402,I refer for example to distressed areas,No
6602,And guess who usually ends up filling the tax gap,No
34170,I guess he believes it makes him look better now to contrast with me because I did vote for it,Yes
11601,I did support it at the time,No
32477,Were getting rid of carried interest provisions,Yes
6944,I have Blue CrossBlue Shield,No
2610,Through our Race to the Top program weve worked with Republican and Democratic governors to initiate major reforms and theyre having an impact right now,Yes
22573,I have a plan to put people back to work,No
13716,We dramatically increased investment and our jobs are growing,Yes
26833,And thank you ladies and gentlemen and all the people who are watching,No
14273,Governor Clinton said well I might have been with the minority let sanctions work but I guess I would have voted with the majority,Yes
20552,And when the phrase a strict constructionist is used and when the names of Scalia and Thomas are used as the benchmarks for who would be appointed those are code words and nobody should mistake this for saying the governor would appoint people who would overturn Roe v Wade,Yes
28133,They do some great things,No
13982,This is my point tonight,No
13256,And the answer of course is that Communist espionage goes on all the time,No
20892,Because its the cornerstone of reform in the State of Texas,No
6702,My opponent talks about fiscal sanity,No
33641,Our jobs are being sucked out of our economy,Yes
16801,This affects human beings and and his insensitivity in providing those people a chance to work has made this a welfare administration and not a work administration,No
8706,It would still have gone up as much as it has and the would be added on top of that,Yes
7316,Ill give you an example,No
13107,But to indicate in advance how we would respond to indicate the nature of this response would be incorrect it would certainly be inappropriate it would not be in the best interests of the United States,No
17805,Thats why I want another years,No
18547,Its the wrong thing to do,No
28999,And you cannot keep both promises,No
9605,It also means that weve got to make sure that young people like yourself are able to afford a college education,No
15178,Now to suggest that because two Republican presidents tried to pass the SALT treaty that puts them on its side I would like to say that President Ford who was within of a treaty that we could be in agreement with when he left office is emphatically against this SALT treaty,Yes
20946,When the action in Kosovo was dragging on and we were searching for a solution to the problem our country had defeated the adversary on the battlefield without a single American life being lost in combat,Yes
15894,We took the child to New York,No
27085,We need to have a very effective leadership effort in Syria making sure that the the insurgent there are armed and that the insurgents that become armed are people who will be the responsible parties,No
23247,He lost million ladies and gentlemen,Yes
446,Maryland would not extradite Willie Horton the man who was furloughed the murderer because they didnt want him to be furloughed again,Yes
15555,And so what I want to do is keep this expansion going,No
15815,But look I also think we ought to give a little credit to the President of the United States,No
26367,Senator Dole led the opposition to it,No
18831,I admire the fact that he served for years in the Senate,No
22560,No Child Left Behind Act I voted for it,No
51,And Mr Bush is right the two go hand in hand,No
23975,Id like to create more millionaires than were created under Mr Bush and Mr Reagan but I dont want to have years where we have no growth in the private sector and thats whats happened in the last years,Yes
21638,We can create millions of jobs in these new technologies more than were going to lose in defense if we target it,No
6893,The other called it untrue,Yes
25162,First of all Mr Mondale should know that the President of the United States did not order the marines into that barracks,Yes
953,And weve got a wide array of differences on those,No
23893,Ive got a lot of experience in not taking years to solve a problem,No
15712,Were in the serious stages of negotiation with the Soviet Union on the strategic arms control talks,Yes
6655,I blame the president for the things the president could do that has an impact on it,No
14954,We have a program for a gradual reduction of Government spending based on these theories and I have a task force now that has been working on where those cuts could be made,No
33509,Hes outsmarted her every step of the way,No
